Sales_Order,Stage,Amount,Probability,Sales_Person,Company_Industry,Contact_Title,Type,Lead_Source,State,days_to_close
6527,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6528,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6529,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6530,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6531,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6532,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6533,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6534,Decision Makers,175000,75,Sarah Johnson,Healthcare,IT Manager,New Business,Healthcare Conference,AR,87
6535,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6536,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6537,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6538,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6539,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6540,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6541,Negotiation/Review,285000,90,David Martinez,Financial Services,Security Officer,New Business,Webinar,WI,87
6542,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6543,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6544,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6545,Negotiation/Review,265000,80,David Martinez,Transportation,Logistics Director,New Business,Partner Referral,KY,86
6546,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6547,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6548,Negotiation/Review,285000,90,David Martinez,Financial Services,Security Officer,New Business,Webinar,WI,87
6549,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6550,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6551,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6552,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6553,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6554,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6555,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6556,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6557,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6558,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6559,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6560,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6561,Proposal/Price Quote,175000,65,Michael Chang,Education,Curriculum Director,New Business,Education Conference,AZ,106
6562,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6563,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6564,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6565,Perception Analysis,475000,25,Alex Rodriguez,Healthcare,Network Administrator,Upgrade,Industry Event,OR,148
6566,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6567,Qualification,385000,25,Michael Chang,Healthcare,IT Director,Upgrade,Healthcare Conference,SD,148
6568,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6569,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6570,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6571,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6572,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6573,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6574,Proposal/Price Quote,385000,60,Michael Chang,Government,Records Manager,New Business,RFP,ME,137
6575,Perception Analysis,285000,25,Alex Rodriguez,Government,Transportation Director,New Business,RFP,AL,203
6576,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6577,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6578,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6579,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6580,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6581,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6582,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6583,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6584,Proposal/Price Quote,175000,65,Michael Chang,Education,Curriculum Director,New Business,Education Conference,AZ,106
6585,Proposal/Price Quote,275000,65,Michael Chang,Financial Services,Client Relations Director,New Business,Industry Event,UT,117
6586,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6587,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6588,Proposal/Price Quote,275000,65,Michael Chang,Financial Services,Client Relations Director,New Business,Industry Event,UT,117
6589,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6590,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6591,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6592,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6593,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6594,Negotiation/Review,285000,90,David Martinez,Financial Services,Security Officer,New Business,Webinar,WI,87
6595,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6596,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6597,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6598,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6599,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6600,Decision Makers,135000,75,David Martinez,Food & Beverage,Inventory Manager,New Business,Industry Event,IN,51
6601,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6602,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6603,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6604,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6605,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6606,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6607,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6608,Decision Makers,175000,75,Sarah Johnson,Healthcare,IT Manager,New Business,Healthcare Conference,AR,87
6609,Decision Makers,135000,75,David Martinez,Food & Beverage,Inventory Manager,New Business,Industry Event,IN,51
6610,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6611,Perception Analysis,285000,25,Alex Rodriguez,Government,Transportation Director,New Business,RFP,AL,203
6612,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6613,Decision Makers,135000,75,David Martinez,Food & Beverage,Inventory Manager,New Business,Industry Event,IN,51
6614,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6615,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6616,Proposal/Price Quote,385000,60,Michael Chang,Government,Records Manager,New Business,RFP,ME,137
6617,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6618,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6619,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6620,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6621,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6622,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6623,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6624,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6625,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6626,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6627,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6628,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6629,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6630,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6631,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6632,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6633,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6634,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6635,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6636,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6637,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6638,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6639,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6640,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6641,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6642,Needs Analysis,375000,30,David Martinez,Manufacturing,Operations Director,New Business,Industry EventOPP-2024-0081,SC,158
6643,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6644,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6645,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6646,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6647,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6648,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6649,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6650,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6651,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6652,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6653,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6654,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6655,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6656,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6657,Perception Analysis,475000,25,Alex Rodriguez,Healthcare,Network Administrator,Upgrade,Industry Event,OR,148
6658,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6659,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6660,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6661,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6662,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6663,Negotiation/Review,265000,80,David Martinez,Transportation,Logistics Director,New Business,Partner Referral,KY,86
6664,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6665,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6666,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6667,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6668,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6669,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6670,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6671,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6672,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6673,Perception Analysis,475000,25,Alex Rodriguez,Healthcare,Network Administrator,Upgrade,Industry Event,OR,148
6674,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6675,Proposal/Price Quote,275000,65,Michael Chang,Financial Services,Client Relations Director,New Business,Industry Event,UT,117
6676,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6677,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6678,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6679,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6680,Decision Makers,245000,70,Sarah Johnson,Healthcare,Telehealth Director,New Business,Industry Event,VT,86
6681,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6682,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6683,Qualification,385000,25,Michael Chang,Healthcare,IT Director,Upgrade,Healthcare Conference,SD,148
6684,Perception Analysis,285000,25,Alex Rodriguez,Government,Transportation Director,New Business,RFP,AL,203
6685,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6686,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6687,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6688,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6689,Perception Analysis,320000,15,Alex Rodriguez,Government,Records Administrator,New Business,RFP,NM,184
6690,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6691,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6692,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6693,Decision Makers,135000,75,David Martinez,Food & Beverage,Inventory Manager,New Business,Industry Event,IN,51
6694,Decision Makers,245000,70,Sarah Johnson,Healthcare,Telehealth Director,New Business,Industry Event,VT,86
6695,Perception Analysis,475000,25,Alex Rodriguez,Healthcare,Network Administrator,Upgrade,Industry Event,OR,148
6696,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6697,Proposal/Price Quote,385000,60,Michael Chang,Government,Records Manager,New Business,RFP,ME,137
6698,Negotiation/Review,265000,80,David Martinez,Transportation,Logistics Director,New Business,Partner Referral,KY,86
6699,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6700,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6701,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6702,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6703,Qualification,195000,30,Michael Chang,Manufacturing,Supply Chain Manager,New Business,Partner Referral,CT,116
6704,Perception Analysis,285000,25,Alex Rodriguez,Government,Transportation Director,New Business,RFP,AL,203
6705,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6706,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6707,Perception Analysis,320000,15,Alex Rodriguez,Government,Records Administrator,New Business,RFP,NM,184
6708,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6709,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6710,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6711,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6712,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6713,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6714,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6715,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6716,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6717,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6718,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6719,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6720,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6721,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6722,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6723,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6724,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6725,Qualification,195000,30,Michael Chang,Manufacturing,Supply Chain Manager,New Business,Partner Referral,CT,116
6726,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6727,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6728,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6729,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6730,Proposal/Price Quote,275000,65,Michael Chang,Financial Services,Client Relations Director,New Business,Industry Event,UT,117
6731,Needs Analysis,375000,30,David Martinez,Manufacturing,Operations Director,New Business,Industry EventOPP-2024-0081,SC,158
6732,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6733,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6734,Decision Makers,245000,70,Sarah Johnson,Healthcare,Telehealth Director,New Business,Industry Event,VT,86
6735,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6736,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6737,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6738,Negotiation/Review,285000,90,David Martinez,Financial Services,Security Officer,New Business,Webinar,WI,87
6739,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6740,Needs Analysis,185000,35,David Martinez,Agriculture,Executive Director,New Business,Trade Show,WA,112
6741,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6742,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6743,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6744,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6745,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6746,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6747,Decision Makers,175000,75,Sarah Johnson,Healthcare,IT Manager,New Business,Healthcare Conference,AR,87
6748,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6749,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6750,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6751,Needs Analysis,185000,35,David Martinez,Agriculture,Executive Director,New Business,Trade Show,WA,112
6752,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6753,Qualification,385000,25,Michael Chang,Healthcare,IT Director,Upgrade,Healthcare Conference,SD,148
6754,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6755,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6756,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6757,Needs Analysis,185000,35,David Martinez,Agriculture,Executive Director,New Business,Trade Show,WA,112
6758,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6759,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6760,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6761,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6762,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6763,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6764,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6765,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6766,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6767,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6768,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6769,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6770,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6771,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6772,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6773,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6774,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6775,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6776,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6777,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6778,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6779,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6780,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6781,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6782,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6783,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6784,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6785,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6786,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6787,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6788,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6789,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6790,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6791,Needs Analysis,375000,30,David Martinez,Manufacturing,Operations Director,New Business,Industry EventOPP-2024-0081,SC,158
6792,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6793,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6794,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6795,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6796,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6797,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6798,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6799,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6800,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
